episode,score
0,-134.132002007
1,-419.504469798
2,-128.194022661
3,-59.9477540253
4,-94.5846478149
5,-292.307696255
6,-96.931998589
7,-156.380646694
8,-244.91236177
9,-87.7502415542
10,-56.6473464146
11,-85.4142734267
12,-280.610350218
13,-300.877885279
14,-103.840446404
15,-230.037159528
16,-91.5330182667
17,-335.276083846
18,-72.7995971387
19,-362.423334067
20,-109.770711525
21,-66.5485942403
22,-165.223047579
23,-418.029642553
24,-425.40050855
25,-71.0129189411
26,-73.1741288846
27,-110.38637592
28,-240.173240408
29,-432.554417271
30,-89.9430599151
31,-99.834785413
32,-345.226501175
33,-294.226908158
34,-13.5212228351
35,-236.317816558
36,-293.128843075
37,-99.8473789526
38,-118.839746058
39,-158.772889629
40,-424.278013382
41,-93.5722080705
42,-84.6499126969
43,-390.531165171
44,-272.035341223
45,-213.015295857
46,-105.762908674
47,-293.569503992
48,-194.599446761
49,-254.278378453
50,-448.402894012
51,-11.7345549947
52,-157.818818225
53,-96.1213379375
54,25.0982944624
55,-373.215132425
56,-446.796847746
57,-10.4622351843
58,-262.178449172
59,-443.569036345
60,-270.942162971
61,-258.558280337
62,-271.0740848
63,-15.6929897341
64,-321.279099136
65,-78.282646262
66,11.465028019
67,-179.479632603
68,-273.895089683
69,-89.1761009194
70,-111.414865771
71,4.53411535613
72,-165.318682341
73,-90.4384983231
74,-269.269965796
75,-137.688659049
76,-150.702840415
77,-152.828300881
78,-80.8675743741
79,-467.648822032
80,-113.826325563
81,-90.2273709501
82,-56.7146409218
83,-173.78143895
84,-37.4222811669
85,-347.183072074
86,-144.023167748
87,-180.288266033
88,-16.609711053
89,-423.63411166
90,-132.037197302
91,-588.041617742
92,-57.8049282652
93,-101.528142396
94,-126.433259623
95,-140.410038783
96,-147.15473584
97,-182.377542011
98,-98.8170366198
99,-205.452311446
100,-217.878867699
101,-178.604220254
102,-554.471152261
103,-284.364863167
104,-213.890798481
105,-228.705658643
106,-128.503357806
107,-122.408102809
108,-447.791214947
109,-288.300526186
110,-98.4527123405
111,-111.320926908
112,-191.399754543
113,-181.270190744
114,-32.484994213
115,-29.3225459867
116,-139.8962891
117,-66.6635347755
118,-81.290379135
119,-492.224894585
120,-79.3917247673
121,-112.504887311
122,-90.14106314
123,-42.8335041145
124,-70.7825755263
125,-155.443574228
126,-144.406225821
127,-138.327271825
128,-95.1515286018
129,-96.3819327609
130,-195.436063497
131,-259.691378802
132,-83.8856153701
133,-187.626871962
134,-109.200077727
135,-214.291585663
136,-21.4114334623
137,18.6991156368
138,-91.8231496864
139,-83.2527192098
140,-78.8769738699
141,-118.754581049
142,-166.776864468
143,-44.4116295675
144,-186.503204106
145,-175.865602266
146,-11.2329096067
147,-77.7875273621
148,-152.344034705
149,-94.5979512415
150,-199.545310705
151,-115.612346083
152,-114.325728961
153,-71.3046865591
154,-66.4073612437
155,-231.126868245
156,-428.511469047
157,-132.337758225
158,-95.2344256673
159,-102.983792746
160,-98.007225268
161,-90.8565660079
162,-336.693568626
163,-186.538707207
164,-256.799914183
165,-88.9718840864
166,-471.505354234
167,-194.411230824
168,-203.798247427
169,-171.442216277
170,-88.1152302429
171,-192.342838609
172,-36.7052474463
173,-242.302734717
174,-168.163823519
175,-217.142787512
176,-26.3859443272
177,-404.5520629
178,-55.2941222062
179,-33.8478553261
180,-75.9560019794
181,-268.684619701
182,-101.175790912
183,4.23887237567
184,-405.802487213
185,-508.89236585
186,-268.912461792
187,-27.2818523087
188,-169.991608163
189,-83.7774281274
190,-86.7502189027
191,-240.584447532
192,-111.533410919
193,-71.5967322779
194,-101.636202643
195,-460.38483961
196,-348.377456308
197,-107.218511289
198,-100.985763555
199,-71.6993490264
200,-51.4977388873
201,0.384691177234
202,-144.197299272
203,-526.632552716
204,71.836658023
205,-59.8116210634
206,-164.033710263
207,-408.676119525
208,-219.159038819
209,-32.1976704096
210,-27.3109859298
211,-41.6735688999
212,-159.163617598
213,81.4056101873
214,-574.547236866
215,-355.313255969
216,-492.361167273
217,-41.9225756052
218,-298.74728791
219,-44.4105834173
220,17.8809518353
221,-57.484795579
222,-309.124914508
223,-314.120811836
224,-2.61405076238
225,-88.3031574312
226,-488.895892798
227,-220.212900242
228,-13.1859717609
229,104.398971133
230,-213.013251422
231,5.88117623094
232,-214.481655151
233,-128.412287966
234,-59.3791440782
235,-275.140285734
236,-289.424553844
237,-315.424747912
238,-123.850334152
239,-70.6267584289
240,-310.874482314
241,-235.247202846
242,-32.8010083184
243,161.323060062
244,-220.803039313
245,-234.346651504
246,-17.9722399283
247,-19.7013429379
248,-126.86995138
249,-82.9866913908
250,-260.12989632
251,-27.6983210863
252,-27.5761206851
253,-31.2681666411
254,-296.209234079
255,-162.245839409
256,-264.794748121
257,-105.39418634
258,-247.514309945
259,-355.081610362
260,116.10547783
261,-68.9236143129
262,-16.6905829303
263,-172.959650714
264,-333.776231064
265,-61.2452818656
266,-48.1700328765
267,-287.490833291
268,-55.5700959845
269,241.262499859
270,-193.151107855
271,-200.58240981
272,-372.079245909
273,229.221770436
274,-48.7612045639
275,108.534402635
276,-294.895559905
277,-76.1637749416
278,105.771816221
279,-34.1979418808
280,163.88858397
281,-75.4550818555
282,-242.759935924
283,80.937940665
284,-89.5089917055
285,203.762768126
286,-133.86283251
287,27.7046598732
288,-64.0410222364
289,-201.992238225
290,198.305216565
291,78.4351393574
292,-237.718320781
293,-77.222004606
294,-10.0053691111
295,-64.8578718246
296,7.10814020867
297,-84.1740509556
298,-232.251710539
299,-243.156451442
300,120.713386542
301,-177.664425426
302,-18.4164668087
303,-70.4958546248
304,-228.877771259
305,6.03145300745
306,-192.282452366
307,232.471424376
308,-185.140971371
309,117.772696559
310,97.9802646959
311,-78.1362052675
312,-261.150225698
313,-102.106444722
314,-224.844453302
315,89.5551734338
316,-233.388151183
317,252.180906536
318,-252.657827825
319,-78.0471901898
320,-172.558483038
321,-58.9347739643
322,47.052437341
323,-196.390360817
324,-87.4035532464
325,-133.829392114
326,-301.137457867
327,-87.736118147
328,188.274967547
329,-200.821723586
330,171.205751467
331,187.694347183
332,-34.2367179118
333,-51.3799275956
334,-211.378024619
335,-66.8970590797
336,-294.374925819
337,100.203465165
338,43.0065500326
339,259.50186938
340,-85.1669580974
341,-35.1766415221
342,88.1882961284
343,-42.4903099979
344,-216.54832634
345,-32.0602837901
346,175.975843781
347,-178.867488939
348,-298.236172295
349,241.965688128
350,240.005300419
351,-113.308810916
352,-223.142887103
353,-45.7346988282
354,-114.363995152
355,-266.921387288
356,-234.685067793
357,234.16692128
358,-218.814134735
359,-194.064473335
360,243.21254089
361,-254.37739916
362,-47.7783299073
363,-262.245860216
364,-212.027461621
365,-253.773591506
366,-219.658688425
367,169.256515709
368,-104.398770806
369,-47.9185143777
370,-106.366125677
371,-79.5490279185
372,189.419710657
373,-15.6607731956
374,-60.7761341817
375,-216.717878956
376,-69.4169355953
377,-50.0099323873
378,-287.248247461
379,-67.6535278408
380,-46.5184095508
381,-25.9129544235
382,21.1217813385
383,76.5222077425
384,249.777093104
385,-195.526466724
386,-30.9671018947
387,-73.3667682219
388,-75.3657055202
389,-262.095248855
390,120.143581884
391,-193.754482786
392,-37.674359504
393,-35.8508218115
394,-132.859586343
395,133.685974916
396,-222.439253496
397,-10.3993268704
398,-167.059434028
399,-218.91305143
400,155.347053553
401,-50.7435217938
402,-175.960968117
403,-214.984728796
404,272.592852564
405,-79.5964259313
406,-198.577333781
407,-67.4509278907
408,-215.430964024
409,-31.3132502387
410,-92.34680476
411,237.551912972
412,198.827039851
413,-24.7288125919
414,184.703208227
415,204.414552639
416,-49.7606576122
417,150.830416718
418,151.133526768
419,162.411711226
420,4.4055352271
421,200.599278217
422,-217.415639163
423,183.772592786
424,240.980979717
425,-198.415193539
426,-257.026367852
