episode,score
0,-85.2225086632
1,-108.640832954
2,-103.646847733
3,-136.036516916
4,-76.5632851577
5,-352.015769667
6,-180.74187678
7,-67.8869019728
8,-181.057894056
9,-212.170617125
10,-127.494812649
11,-238.540445494
12,-93.8558726362
13,-122.012919713
14,-160.550310223
15,-107.93806899
16,-291.655548883
17,-34.7661090708
18,-197.787321612
19,-217.255208684
20,-437.25169674
21,-164.033867408
22,-93.9003022701
23,-256.494746872
24,-122.884009213
25,-175.41964428
26,-98.424567357
27,-91.3351873535
28,-118.643071932
29,-154.843794105
30,-109.370712153
31,-50.4222965953
32,-297.603498019
33,-171.848351276
34,-89.5336226485
35,-227.594178579
36,-213.068913021
37,-179.933468629
38,-73.406111091
39,-259.145211355
40,-140.838821034
41,-263.900774241
42,-361.477423107
43,-340.946367792
44,-85.0967011818
45,-63.5037869958
46,-224.590150277
47,-146.593406273
48,-124.096413157
49,-164.560981352
50,-23.0215296347
51,-35.8155818429
52,-328.356088889
53,-265.607251036
54,-64.5924831313
55,-65.0919440226
56,-95.8806498169
57,-174.237906795
58,-184.730417021
59,-22.358437606
60,-253.373089306
61,-106.971234317
62,-233.48838146
63,-221.972293751
64,-42.2335241033
65,-215.435660481
66,-431.996029905
67,-245.045031103
68,-80.0704434265
69,13.6706219178
70,-98.8770213773
71,-304.582389343
72,-332.169778743
73,-213.2329891
74,-382.24510539
75,-245.870276491
76,-75.7517518574
77,-99.5724728715
78,-192.174233869
79,-133.461539505
80,1.31213044748
81,-61.5472245242
82,-12.9232959251
83,-104.301053306
84,-96.2322923666
85,-83.2696197851
86,-63.3266723229
87,-390.11180238
88,-231.349142488
89,-75.9565148819
90,-265.990019534
91,-186.745121397
92,-261.238166191
93,-112.969502446
94,-223.395378207
95,-123.874745757
96,-91.4184319058
97,-14.1598012257
98,-167.411719528
99,-161.089127234
100,-165.105536723
101,-96.2173554397
102,-89.0702139002
103,-144.060343032
104,-240.259054007
105,-227.767967164
106,-175.009524628
107,-64.2525637987
108,-196.250345714
109,-92.7806910215
110,-170.972929958
111,-228.128440411
112,-214.346123275
113,-169.398961212
114,-141.076776955
115,-185.404319523
116,-194.906276564
117,-208.974033495
118,-133.832674095
119,-105.015108205
120,-155.509962189
121,-41.4734528242
122,-143.330764826
123,-129.344285119
124,-244.007040304
125,-348.292379425
126,-358.62126182
127,-317.535145273
128,-318.272261539
129,-94.5091489268
130,-199.933755558
131,-86.225450878
132,-83.9733654492
133,-56.4053851147
134,-13.52634853
135,-255.235645523
136,-209.257609283
137,-189.092273267
138,-205.212722913
139,-115.647252301
140,-175.221608806
141,-7.56393415008
142,-158.843154537
143,-140.138316755
144,-86.6169624559
145,-86.704174345
146,-215.642531601
147,-155.585572331
148,-242.012292724
149,-162.879472071
150,-169.73200615
151,-247.830961317
152,-84.5890454633
153,-45.9703454689
154,-134.240871375
155,-65.8828879952
156,-178.755465414
157,-299.738133463
158,-129.758937962
159,-98.6069656881
160,-64.1904141334
161,-126.442707952
162,-278.459817881
163,-88.6879997346
164,5.44506608271
165,-156.665395058
166,-127.515351674
167,-222.668395317
168,-149.095043343
169,-228.472890829
170,-114.842763842
171,-93.0623555013
172,-98.4534111139
173,-193.316885802
174,-62.3289193228
175,-114.547495096
176,-216.579520577
177,-119.218269712
178,-222.144670453
179,-250.258309842
180,-32.5024114539
181,-55.2119680657
182,-62.0658568939
183,-207.026591141
184,-94.1409533371
185,-137.373843533
186,-161.815833655
187,-42.0052737558
188,-61.5808939753
189,9.37024154205
190,-82.8259120039
191,-149.347809951
192,-120.87053659
193,-285.657955859
194,-22.130225356
195,-217.518734572
196,-33.0156334749
197,-179.359594221
198,-219.903280191
199,-268.821719933
200,-142.077083394
201,-33.5488426725
202,-122.614744685
203,-53.4637972026
204,-61.8350892014
205,-242.004272207
206,-82.1000913923
207,-108.690581801
208,-107.873663208
209,-169.227966551
210,-321.416598154
211,-36.204778765
212,-38.3421534272
213,-129.012591859
214,3.46745314484
215,-8.25954910981
216,-62.7220138105
217,-113.238362611
218,-85.8489949242
219,-148.588633149
220,-228.878684621
221,-98.0805191447
222,-97.027396872
223,-139.95329803
224,-393.689052598
225,-86.016079328
226,-141.065712552
227,-165.470696178
228,-67.0711365385
229,-105.244842122
230,-71.0957379043
231,-91.6284476711
232,-248.889765723
233,-305.530148743
234,-133.47033074
235,-199.860911611
236,-82.1491022918
237,-75.5754940826
238,-261.375581856
239,-135.639570102
240,-61.6814839507
241,-88.5932463401
242,-111.60625089
243,-29.7369612778
244,-163.272250062
245,-238.683451138
246,-358.426533605
247,-33.2622151631
248,-61.0435382238
249,-87.7317575868
250,-85.9122350729
251,-194.500807687
252,-116.11238589
253,-243.557125356
254,-72.4108490514
255,-269.802818227
256,0.951722022263
257,-115.453689224
258,-233.019094829
259,-124.689154487
260,-154.972193989
261,-98.4465745329
262,-112.660858758
263,-297.359724265
264,16.0169231368
265,20.9252042036
266,-108.881456124
267,-356.247783171
268,-50.3981250599
269,-149.217246231
270,-98.1754363965
271,23.3937995469
272,-22.188817545
273,-102.550872355
274,-145.047645582
275,-51.9915807939
276,-80.4420542801
277,-67.7759736207
278,-102.817505666
279,-73.5643487462
280,-59.518924363
281,-164.208189935
282,-89.9487073602
283,50.8162069116
284,-113.232447707
285,-101.274229095
286,-84.4049931807
287,-304.676799809
288,-110.327337771
289,-100.985057313
290,-33.0414623938
291,-84.1794214019
292,-117.348852224
293,-147.511371564
294,-120.104887651
295,-125.877906088
296,-19.2597574176
297,-108.822538276
298,-68.9264179064
299,-303.330565167
300,-81.5730991542
301,-162.369659873
302,-273.740839949
303,136.154550196
304,-96.5160322185
305,-116.83932979
306,-25.4441281112
307,-306.819424702
308,-120.63260141
309,-66.7734657904
310,-198.890177537
311,-153.83364603
312,-46.3370728388
313,-256.724078721
314,-278.964035222
315,-113.474571983
316,47.9969409971
317,-16.6180685113
318,-218.062203822
319,-130.151004155
320,-157.953696589
321,-31.3226116412
322,-175.792651723
323,-22.8715247721
324,-153.818665037
325,18.4627232531
326,-56.4889565354
327,-25.4430987468
328,-183.218351175
329,-91.4587048662
