episode,score
0,-101.748939345
1,-117.233160987
2,-99.39925829
3,-134.440890048
4,-141.75035401
5,-157.635488275
6,-306.121432489
7,-145.205993914
8,-318.240630207
9,-107.828560193
10,-60.4416046233
11,-101.741054978
12,-120.45849622
13,-123.401005346
14,-161.220633558
15,-91.6826950341
16,-66.7181358037
17,-161.610758953
18,-74.1296256962
19,-334.847058114
20,-133.120434273
21,-220.554959191
22,-195.741148639
23,-97.2766794482
24,-209.313586663
25,-192.809816004
26,-135.184874578
27,-219.271503297
28,-518.277695656
29,-39.1483092215
30,-331.285171035
31,-471.319960017
32,-82.5745025718
33,-181.040702202
34,-131.193117976
35,-228.66729112
36,-113.107528318
37,-243.724424143
38,-218.352084066
39,-214.838864666
40,-58.8687506121
41,-143.348170309
42,-545.944635957
43,-23.4216856493
44,-65.869003036
45,-86.1343103774
46,-325.131600105
47,-254.130157468
48,-158.192205983
49,-248.039645004
50,-114.881242803
51,-307.38832305
52,-334.63156076
53,-176.489248878
54,-338.055022361
55,-228.422878124
56,-197.382507945
57,-70.6943460671
58,-109.986890289
59,-197.331797252
60,-163.592977642
61,-326.540591068
62,-73.5820887148
63,-116.111091649
64,-151.880916302
65,-316.518419495
66,-57.3007309589
67,-11.7205377359
68,-401.185325928
69,-237.278683351
70,-191.85909314
71,-165.68132313
72,-414.236226388
73,-88.140599877
74,18.4961231819
75,-285.88751217
76,-216.757757486
77,-268.72956366
78,-256.937220586
79,-118.14732493
80,-150.625217455
81,-60.2002543212
82,-111.321987169
83,-33.5019282661
84,-141.44037282
85,-45.5724154623
86,2.09738651442
87,-40.7495030466
88,-106.843733383
89,-63.9146425732
90,-235.212468871
91,-184.361643976
92,-56.2214348761
93,-193.842058691
94,-128.638672084
95,-49.8394550874
96,-203.903378902
97,-135.899120857
98,-300.222166513
99,-135.933079231
100,-235.586146189
101,-67.6609183202
102,-247.955639148
103,-113.617851742
104,-89.3979134131
105,-61.0291716515
106,-256.832622666
107,-63.7258210379
108,-92.8503922634
109,-86.1226897371
110,-121.018757782
111,-125.074255428
112,-17.6790903901
113,-106.230664458
114,-97.4715803073
115,-58.3190556217
116,-116.128822518
117,-122.65898336
118,-175.577675203
119,-182.825043691
120,-60.0433496126
121,-57.3345702693
122,-82.8447012576
123,-203.671463592
124,-45.3514777522
125,-93.4422431202
126,-11.2128889082
127,-277.483293246
128,-236.844944507
129,-177.021555909
130,-132.961985513
131,-107.831503344
132,-123.099078734
133,-81.0371276898
134,-159.47513938
135,-176.22256268
136,-120.435699124
137,-111.453390025
138,-34.0055291408
139,-10.9279482749
140,-156.506365579
141,-174.143159988
142,-219.214258759
143,-32.0075606704
144,-63.3960677146
145,-245.311964631
146,-59.2037802527
147,-38.9059403487
148,-150.874476904
149,-139.830719087
150,-129.279906045
151,-18.652899193
152,66.4139950858
153,-67.5733758101
154,-24.0905900129
155,-237.718684639
156,-165.01243904
157,7.66352417204
158,-107.571252383
159,-12.7774940273
160,-21.8811624083
161,-115.402983
162,-123.330902473
163,-107.995107606
164,-130.76352371
165,-66.6274327382
166,-87.3823440673
167,-206.797783011
168,-91.4768763106
169,-108.584698993
170,-51.7570737844
171,-80.2324465304
172,-105.575549594
173,-66.4456898407
174,-70.266641666
175,-19.7872862151
176,-231.657680245
177,-125.444253726
178,-36.3507522125
179,24.9453988621
180,-89.1436748288
181,-109.199031422
182,-259.833312607
183,-51.2038107075
184,-74.3488959316
185,-17.3721745167
186,-86.6686957472
187,-55.2351109917
188,-46.3137820277
189,-256.099104986
190,-106.249365135
191,-102.87103991
192,-80.3838261188
193,-38.0741415298
