episode,score
0,-89.3623277947
1,-137.102810918
2,-358.698636876
3,-232.299494946
4,-258.19580264
5,-190.260158535
6,-221.624867907
7,-174.910556645
8,-288.79635464
9,-58.0810760536
10,-219.268883087
11,-127.323940285
12,-395.848555179
13,-63.9268279122
14,-85.8333195317
15,-361.173189176
16,-449.131592061
17,-149.70075109
18,-57.1761145391
19,-89.2606997526
20,-108.73855948
21,-132.362491028
22,-215.341627285
23,-144.48215543
24,-46.9051192705
25,-107.383202079
26,-126.413496641
27,-155.175005238
28,-148.646088023
29,-302.539879721
30,-135.4028727
31,-138.782501046
32,-131.581035639
33,-353.484767241
34,-58.8874596658
35,-192.113165418
36,-246.736349331
37,-245.980078493
38,-187.443359382
39,-81.6484303027
40,-75.2762324008
41,-268.419260973
42,-31.2048872475
43,-248.513392855
44,-251.675815236
45,-271.269730269
46,-177.604472104
47,-313.029741859
48,-2.22361779585
49,-75.990102858
50,-317.093601258
51,-172.655308558
52,-239.364953586
53,-326.286276304
54,-130.807138364
55,-41.0932030765
56,-60.0714949846
57,-496.546243459
58,-221.51307561
59,-93.0969300675
60,-111.864079046
61,-69.5668201564
62,-248.942677156
63,-68.4444441699
64,-265.833477474
65,-254.600324102
66,-156.481323422
67,-225.13685482
68,-228.280301846
69,-23.6021818641
70,-56.3800475591
71,-155.488669922
72,-122.405177145
73,-206.479248292
74,-374.478669606
75,-93.0355152786
76,-209.550183112
77,-122.483673351
78,-223.822533115
79,-243.771014493
80,-84.3446186519
81,-345.022510499
82,-259.223653856
83,-122.787339571
84,-190.569087886
85,-21.9751557856
86,-147.351933474
87,-176.26145846
88,-129.859845449
89,-137.93624023
90,-88.5844239648
91,-208.890694558
92,-142.283848496
93,-51.8800464985
94,-112.165695664
95,-193.91189094
96,-50.2638416604
97,-210.181678402
98,-95.5953373033
99,-230.820665992
100,-60.4859657278
101,-156.901697784
102,-83.676227369
103,-153.851458239
104,23.5309627221
105,35.4299336568
106,-198.930262054
107,-172.496938171
108,-77.675043142
109,-278.986583634
110,-54.5990148011
111,-189.666316296
112,-134.802511236
113,-303.669559486
114,-173.041310038
115,-58.6897234739
116,-181.463029285
117,-159.007838421
118,-105.282749834
119,-104.535148913
120,-141.595278794
121,-107.757794429
122,-150.924920276
123,-260.61271145
124,-19.6341237594
125,-383.702525991
126,-152.462577125
127,-135.079160757
128,-196.872714143
129,-216.783748392
130,-278.790546017
131,-197.131561661
132,-258.334419477
133,-168.410322725
134,-137.605490113
135,-219.350381458
136,-112.911726861
137,-133.373524861
138,-94.4802041058
139,-78.802108591
140,-31.6024765792
141,-120.62693691
142,-68.1229704299
143,-220.495464324
144,-288.394858971
145,-191.676004745
146,-156.937244497
147,-125.095938359
148,-46.417244358
149,-99.5016418756
150,-231.248535471
151,-121.905038147
152,-271.706387343
153,-122.354303398
154,-210.945145308
155,-175.352912854
156,-159.166340753
157,-163.59849099
158,-150.940895648
159,-146.190639274
160,-112.802397708
161,-138.609486718
162,-210.623457673
163,-234.548255804
164,-157.87821778
165,-171.083041995
166,-302.647250797
167,-105.290333847
168,-97.1816146173
169,-48.0754756239
170,-141.33795538
171,-185.834818319
172,-160.90057558
173,-141.869729777
174,-171.115732904
175,-119.181973579
176,-282.647816035
177,-62.3249370442
178,-129.565729242
179,-312.375244875
180,-290.782964045
181,-30.9656832024
182,-80.1973608343
183,-213.548594314
184,-273.505561262
185,-165.474791733
186,-113.532644279
187,52.0576205356
188,-214.068472981
189,-162.315640414
190,4.38025791677
191,-105.093011951
192,-271.415594942
193,-118.831656281
194,-181.088967468
195,-24.1170574237
196,-98.0202932476
197,-265.918706139
198,-7.84664101949
199,-168.08769248
200,-79.9954882178
201,-30.5902609856
202,-183.493233221
203,187.844423597
204,-325.142786732
205,88.1926635796
206,-131.872479459
207,-113.289585232
208,68.1423539727
209,-32.736378499
210,-40.1112524983
211,22.1570803976
212,11.9663129507
213,-66.5272867217
214,-189.475856073
215,-98.2113390249
216,-9.29097318558
217,51.4467757665
218,-373.297292775
219,-115.141476209
220,-192.345851731
221,-21.39642911
222,-93.1167968971
223,-35.7501648978
224,18.7971710111
225,33.2381303499
226,-30.1360720445
227,-18.490709187
228,-4.8608676426
229,-26.5215001237
230,-40.1537524545
231,-82.727751404
232,-52.3811183573
233,-48.5897786457
234,-63.6213468756
235,-68.277868146
236,-63.3870279039
237,30.0674979452
238,-77.8947054553
239,15.8742711892
240,-321.873286021
241,4.99409781661
242,-392.181147354
243,-126.029820784
244,-120.380448643
245,13.702325155
246,7.26196882887
247,-21.5846675538
248,-248.661410344
249,-36.6325564021
250,-99.0105123567
251,39.3307443749
252,-187.446696431
253,36.9349221031
254,43.944102134
255,-102.453736619
256,-94.2986080628
257,-66.6470621575
258,-73.7518710129
259,67.4230367469
260,14.2477070305
261,-354.53839937
262,1.29814240724
263,-57.9580195596
264,31.8702853524
265,-78.80338378
266,-146.211605887
267,-90.9383614909
268,-5.7034218488
269,17.2608127628
270,185.470280345
271,-30.4356314038
272,211.417789114
273,-46.1732063822
274,-13.0341162165
275,7.34423099486
276,144.34031135
277,-183.801086393
278,-22.6288789784
279,-34.9882386072
280,-5.45803597321
281,192.979504739
282,-49.5711679855
283,270.503891239
284,-61.8411721234
285,-72.2920982031
286,-53.5034295122
287,-44.815012951
288,-0.281460747577
289,51.2240998174
290,-46.6679271656
291,52.0382016916
292,48.3399311556
293,8.00918444155
294,-42.064392909
295,-38.472222378
296,-133.649542583
297,1.03570625583
298,-16.0786226464
299,-36.5940325375
300,-65.8311084019
301,-67.4722116222
302,-31.4550012265
303,-48.1513763942
304,-65.7655873511
305,54.3032263435
306,46.5508264792
307,-120.554684637
308,37.2053729237
309,4.15660915578
310,42.9949524121
311,-16.0959751442
312,38.6081299854
313,-14.3371664654
314,-0.535269752536
315,3.47011788072
316,151.038024016
317,279.763786607
318,-24.9514016827
319,39.359590935
320,-118.885723993
321,-6.20305073651
322,-26.9447888371
323,-37.0445532324
324,17.9282282389
325,13.7876693466
326,-45.9864289961
327,-53.3960892857
328,-7.11231807026
329,-45.7687359886
330,-0.0930147234354
331,-54.6160698188
332,1.29658438519
333,-23.1256414511
334,-31.8163230001
335,-10.3792041557
336,-9.15828398995
337,18.1148271413
338,65.8438023062
339,-77.0379223829
340,2.01730529383
341,10.5648057788
342,-121.467505827
343,6.59414997294
344,48.314991394
345,-116.473693235
346,12.0468568102
347,-42.3852276087
348,-48.9961457659
349,193.367917399
350,-58.0749258037
351,-51.3909979999
352,-108.488800973
353,69.9913855685
354,7.97411945758
355,194.006461412
356,-38.3318377161
357,-92.0500222924
358,-68.559355464
359,7.87699203237
360,68.3137961894
361,29.9375921279
362,-43.2512319535
363,-44.0770120583
364,-11.3570756447
365,-65.8139853484
366,-46.2992030102
367,-143.756189454
368,98.2004196872
369,193.474231449
370,-29.5141367532
371,-25.2214846632
372,-62.5262613
373,-21.6432662214
374,-73.2745271628
375,-65.4778877715
376,-30.8312177259
377,17.705348166
378,-16.0906722109
379,-74.0458800888
380,-29.5094576742
381,-57.3686542989
382,-49.9032759324
383,-24.2949078756
384,-74.7400032727
385,25.1376057268
386,-37.634416009
387,8.60109960802
388,-29.5837933134
389,-13.5646508148
390,-45.1015899627
391,-29.5046753766
392,-85.2776110688
393,-37.6660809923
394,165.500866278
395,-10.7310751505
396,-76.8657902363
397,-32.106527368
398,12.0053065564
399,122.677887122
400,-63.8258332598
401,-16.6220322233
402,-23.1540647451
403,256.109112959
404,-116.529160496
405,-42.3292916297
406,-5.25044695224
407,-7.69949169274
408,-20.1265407175
409,-127.39601561
410,-2.09965348396
411,-15.6722599893
412,218.904680672
413,24.4034780355
414,181.775007343
415,263.930094741
416,-34.3481663872
417,-29.0431287754
418,37.4698216795
419,189.447496652
420,-21.7393723553
421,-61.7692642811
422,-68.661222637
423,161.475513935
424,207.761115199
425,-45.9920528919
426,-39.8383360684
427,47.9880352601
428,155.166997239
429,53.405817209
430,-77.5171583059
431,98.6467891425
432,187.694999834
433,-53.3594971837
434,-90.4408994856
435,-31.86512403
436,-46.9083562595
437,20.2776971364
438,-11.4263544541
439,226.815179721
440,5.69207641114
441,5.81551755771
442,187.82662089
443,219.813618649
444,177.657377805
445,56.969560291
446,155.703076398
447,179.645120298
448,-33.8883297919
449,207.874028339
450,-60.3772390748
451,164.781183046
452,206.274868748
453,-27.9210243168
454,206.064199984
455,-0.0130159378548
456,224.936820329
457,196.997172516
458,177.032975174
459,-20.0779628258
460,213.785693773
461,-75.5690039891
462,194.093181531
463,10.0658503848
464,-94.4172927141
465,172.424708968
466,5.30018528435
467,-48.9420095409
468,158.534276429
469,-236.580593253
470,184.268460886
471,137.075716415
472,-61.4389448369
473,-12.2586829987
474,170.770847499
475,7.70413269202
476,197.011813532
477,182.787453898
478,172.441466609
479,176.434340454
480,-10.6714348257
481,83.7473615932
482,200.278553224
483,217.092389039
484,159.998641956
485,201.762390476
486,240.991627648
487,219.920099024
488,206.936306151
489,-17.4357191468
490,194.814752281
491,226.47333189
492,174.242035577
493,239.253909693
494,257.473494164
495,42.9965111438
496,249.453128877
497,181.122248969
498,-3.59075560946
499,214.537816013
500,164.682144957
501,177.490994769
502,242.947108637
503,185.073945157
504,129.768160169
505,227.339545883
506,249.351228449
507,186.141364699
508,179.228543734
509,169.995767318
510,80.9705572934
511,223.083822417
512,103.584061069
513,-126.428896414
514,149.450434248
515,215.750966518
516,178.429831651
517,218.781797712
518,9.45555263906
519,206.641692262
520,-40.526482686
521,126.597156534
522,171.290600789
523,213.44573753
524,221.561401675
525,8.56625990154
526,251.265876127
527,167.424708688
528,254.159982165
529,255.096435034
530,216.921970873
531,245.338653549
532,-13.7661580418
533,269.527472292
534,197.994497489
535,190.413022613
536,230.059204455
537,215.106669179
538,154.166826767
539,270.733604212
540,187.863134007
541,238.93153461
542,260.359664085
543,202.623169721
544,-7.92787586405
545,196.05491462
546,217.842712111
547,258.251955491
548,213.314578217
549,218.356474283
550,193.900657095
551,228.11393946
552,244.101154199
553,276.631337776
554,209.908338286
555,242.28716774
556,218.747691051
557,256.721911234
558,255.824624167
559,197.024921958
560,225.144074734
561,228.191205021
562,278.99763073
563,223.631286532
564,217.567606203
565,237.811180339
566,120.629941045
567,276.965278904
568,244.1718474
569,215.84344503
570,197.57067877
571,177.456340059
572,194.546076285
573,144.84931721
574,229.0987146
575,166.46365284
576,205.224357673
577,268.760779431
578,134.487273635
579,230.062231067
580,0.892550102656
581,205.927935027
582,232.894949243
583,153.324468777
584,176.688573477
585,223.263457128
586,292.57319711
587,200.552761862
588,238.885236291
589,251.460330823
590,213.594141464
591,207.422503532
592,293.059288158
593,22.4182416578
594,250.721345012
595,270.666094048
596,216.621610818
597,277.969275455
598,223.534794372
599,221.806495062
600,169.85639567
601,231.758890209
602,182.167130912
603,277.919031879
604,261.10747721
605,252.440487263
606,240.607616029
607,184.323171678
608,254.327005438
609,253.996461652
610,243.619383446
